,text,pos_tag,mintime,maxtime
19889,ja,ADV,1037.97358,1038.16358
19890,genau,ADV,1038.16358,1038.30358
19891,ja,ADV,1038.36367,1038.57079
19892,ja,ADV,1038.57079,1038.65079
19893,ja,ADV,1038.94294,1039.09006
19894,und,CCONJ,1040.11135,1040.26135
19895,dann,ADV,1040.26135,1040.60135
19896,ja,ADV,1040.60135,1040.87135
19897,ja,ADV,1045.2721,1045.5821
19898,wie,ADP,1046.51015,1046.69727
19899,äh,INTJ,1046.76727,1046.84727
19900,wie,ADP,1046.84727,1047.06415
19901,ja,ADV,1050.80644,1050.95644
19902,das,PRON,1050.95644,1051.32644
19903,ist,AUX,1051.32644,1051.41644
19904,mir,PRON,1051.41644,1051.58644
19905,ja,ADV,1051.58644,1051.72644
19906,egal,ADV,1051.72644,1052.07644
19907,weiße,ADJ,1055.87302,1056.21302
19908,Fliesen,NOUN,1056.21302,1056.81271
19909,ja,ADV,1060.50173,1060.70173
19910,ja,ADV,1062.24181,1062.41894
19911,äh,INTJ,1064.74535,1065.45535
19912,Küche,NOUN,1066.57273,1066.92648
19913,ja,ADV,1067.93925,1068.08638
19914,auch,ADV,1068.08638,1068.15638
19915,irgendwie,ADV,1068.15638,1068.91638
19916,auch,ADV,1068.91638,1069.1771
19917,auch,ADV,1070.54477,1070.7119
19918,irgendwie,ADV,1070.7119,1070.9969
19919,Fliesen,NOUN,1070.9969,1071.52294
19920,aber,CCONJ,1071.54025,1071.68737
19921,ich,PRON,1071.68737,1071.78738
19922,also,ADV,1071.83738,1072.06738
19923,ich,PRON,1072.06738,1072.15738
19924,finde,VERB,1072.15738,1072.44737
19925,so,ADV,1072.44737,1072.66737
19926,diese,PRON,1072.66737,1073.07738
19927,type,VERB,1073.17737,1073.32738
19928,diese,PRON,1073.63738,1073.77737
19929,amerikanischen,VERB,1073.77737,1074.46737
19930,Küchen,NOUN,1074.46737,1074.79738
19931,ja,ADV,1077.0211,1077.2711
19932,und,CCONJ,1078.07735,1078.33448
19933,äh,INTJ,1078.39448,1078.43448
19934,äh,INTJ,1078.52448,1079.05448
19935,halt,ADV,1079.05448,1079.27448
19936,p>-,X,1079.41448,1079.44448
19937,in,ADP,1079.44448,1079.49448
19938,der,DET,1079.49448,1079.61448
19939,Mitte,NOUN,1079.61448,1079.89448
19940,halt,ADV,1079.89448,1080.12448
19941,so,ADV,1080.12448,1080.46448
19942,ja,ADV,1081.55015,1081.62727
19943,ja,ADV,1081.62727,1081.77727
19944,genau,ADV,1081.77727,1082.06952
19945,ja,ADV,1082.25131,1082.63844
19946,ja,ADV,1082.63844,1082.90844
19947,also,ADV,1082.96844,1083.33844
19948,das,PRON,1083.33844,1083.48844
19949,ich,PRON,1083.51844,1083.896
19950,ja,ADV,1085.70515,1086.0514
19951,nee,X,1087.99904,1088.37617
19952,also,ADV,1088.37617,1088.95617
19953,keine,DET,1090.70144,1091.03856
19954,keine,DET,1091.03856,1091.26856
19955,Ahnung,NOUN,1091.31856,1091.60856
19956,vielleicht,ADV,1094.10333,1094.35046
19957,rot-orange,NOUN,1094.46046,1095.50046
19958,in,ADP,1095.50046,1095.57046
19959,dem,PRON,1095.57046,1095.79046
19960,Bereich,NOUN,1095.79046,1096.23277
19961,also,ADV,1097.3321,1097.7476
19962,gut,ADV,1099.79212,1099.87925
19963,was,PRON,1099.87925,1099.99925
19964,fehlt,VERB,1099.99925,1100.27925
19965,denn,CCONJ,1100.27925,1100.55925
19966,oh,PROPN,1101.02996,1101.15708
19967,ja,ADV,1101.15708,1101.41708
19968,oh,PROPN,1101.41708,1101.60708
19969,das,PRON,1101.60708,1101.72708
19970,ist,AUX,1101.79708,1101.89708
19971,schwierig,ADV,1101.89708,1102.31708
19972,also,ADV,1103.69608,1104.10321
19973,wir,PRON,1104.10321,1104.24321
19974,brauchen,VERB,1104.24321,1104.48321
19975,auf,ADP,1104.48321,1104.68321
19976,auf,ADP,1104.74321,1104.80321
19977,auf,ADP,1104.80321,1104.99321
19978,jeden,PRON,1104.99321,1105.24321
19979,Fall,NOUN,1105.24321,1105.55321
19980,erstmal,ADV,1105.55321,1105.80321
19981,mega,VERB,1106.00321,1106.26321
19982,Fernseher,NOUN,1106.26321,1106.83131
19983,ja,ADV,1108.55369,1108.75369
19984,stimmt,VERB,1117.27235,1117.67948
19985,ja,ADV,1117.67948,1118.14948
19986,ja,ADV,1118.29948,1118.57948
19987,ja,ADV,1118.83912,1118.97625
19988,ja,ADV,1118.97625,1119.04625
19989,und,CCONJ,1119.04625,1119.22625
19990,und,CCONJ,1119.22625,1119.48625
19991,die,DET,1119.48625,1119.57625
19992,passende,ADJ,1119.57625,1119.88625
19993,Soundanlage,NOUN,1119.88625,1120.61625
19994,dazu,ADV,1120.61625,1120.84738
19995,und,CCONJ,1121.19777,1121.29777
19996,und,CCONJ,1121.35777,1121.40777
19997,dann,ADV,1121.40777,1121.54777
19998,brauchen,VERB,1121.54777,1121.74777
19999,wir,PRON,1121.74777,1121.90777
20000,aber,CCONJ,1121.90777,1122.26777
20001,auf,ADP,1122.26777,1122.37777
20002,der,DET,1122.37777,1122.52777
20003,anderen,PRON,1122.52777,1122.93777
20004,Seite,NOUN,1122.93777,1123.13427
20005,ich,PRON,1127.94962,1128.04462
20006,mal,ADV,1128.04462,1128.17962
20007,von,ADP,1128.17962,1128.36963
20008,aus,ADP,1128.36963,1128.58169
20009,ich,PRON,1128.67881,1128.82881
20010,doch,CCONJ,1128.82881,1129.28881
20011,mal,ADV,1129.28881,1129.41881
20012,ähm,X,1130.03683,1130.41683
20013,ja,ADV,1132.42404,1132.61117
20014,ja,ADV,1132.61117,1132.75117
20015,genau,ADV,1132.75117,1133.16848
20016,ja,ADV,1137.32494,1137.39494
20017,ja,ADV,1137.39494,1137.61494
20018,ja,ADV,1137.61494,1137.72494
20019,genau,ADV,1137.72494,1138.19494
20020,so,ADV,1138.19494,1138.69281
20021,Mhm,PROPN,1140.2336,1140.57985
20022,ähm,X,1144.2339,1144.6539
20023,ja,ADV,1145.81237,1145.95238
20024,auf,ADP,1145.95238,1146.07237
20025,jeden,PRON,1146.07237,1146.32987
20026,dann,ADV,1146.32987,1146.427
20027,brauchen,VERB,1146.427,1146.587
20028,wir,PRON,1146.587,1146.747
20029,auch,ADV,1146.747,1146.907
20030,noch,ADV,1146.907,1146.967
20031,auf,ADP,1147.047,1147.187
20032,der,DET,1147.187,1147.357
20033,anderen,PRON,1147.357,1147.857
20034,Seite,NOUN,1147.857,1148.027
20035,jeweils,ADV,1148.057,1148.317
20036,so,ADV,1148.317,1148.467
20037,fettes,ADJ,1148.527,1148.762
20038,Sofa,X,1148.762,1149.127
20039,Mhm,PROPN,1152.06831,1152.37129
20040,was,PRON,1159.34252,1159.67252
20041,wegen,ADP,1160.8461,1161.4361
20042,der,DET,1161.5161,1161.7761
20043,ja,ADV,1162.29715,1162.43715
20044,aber,CCONJ,1162.43715,1162.64715
20045,ich,PRON,1162.64715,1162.77715
20046,also,ADV,1162.77715,1163.03715
20047,ich,PRON,1163.03715,1163.27715
20048,so,ADV,1164.9346,1165.0846
20049,vom,ADP,1165.0846,1165.2546
20050,Wohnzimmerstil,NOUN,1165.2546,1165.9246
20051,her,ADV,1165.9246,1166.0646
20052,ich,PRON,1166.0946,1166.2446
20053,das,PRON,1166.2446,1166.3846
20054,eher,ADV,1166.3846,1166.6246
20055,so,ADV,1166.6246,1166.9846
20056,eher,ADV,1167.9146,1168.1696
20057,eher,ADV,1168.1696,1168.4846
20058,eher,ADV,1168.4846,1168.6046
20059,modern,ADV,1168.6046,1168.9546
20060,einrichten,VERB,1168.9546,1169.7246
20061,also,ADV,1169.7246,1170.0696
20062,eher,ADV,1170.0696,1170.2646
20063,so,ADV,1170.2646,1170.35525
20064,ja,ADV,1178.80652,1178.91652
20065,das,PRON,1178.91652,1179.02652
20066,passt,VERB,1179.02652,1179.37669
20067,ja,ADV,1181.20312,1181.48879
20068,ja,ADV,1182.39019,1182.52019
20069,aber,CCONJ,1184.14008,1184.50008
20070,so,ADV,1184.50008,1184.60008
20071,diesen,PRON,1184.60008,1184.93008
20072,ganzen,VERB,1184.93008,1185.38008
20073,modischen,NOUN,1185.41008,1186.29008
20074,Einrichtungskram,PROPN,1186.29008,1187.03008
20075,so,ADV,1187.03008,1187.10008
20076,das,PRON,1187.10008,1187.26008
20077,meiste,PRON,1187.26008,1187.45008
20078,musst,VERB,1187.45008,1187.52008
20079,du,PRON,1187.52008,1187.64008
20080,sowieso,ADV,1187.64008,1188.20008
20081,machen,VERB,1188.20008,1188.43008
20082,weil,SCONJ,1188.72704,1188.92417
20083,das,PRON,1188.92417,1189.09417
20084,bei,ADP,1189.09417,1189.21417
20085,mir,PRON,1189.21417,1189.61417
20086,dann,ADV,1189.64417,1189.75417
20087,immer,ADV,1190.21417,1190.40417
20088,total,ADV,1190.40417,1190.94417
20089,kahl,NOUN,1191.00417,1191.40417
20090,und,CCONJ,1191.40417,1191.56417
20091,kalt,ADV,1191.61417,1191.80417
20092,aussieht,VERB,1191.80417,1192.17417
20093,ja,ADV,1192.71756,1192.98592
20094,äh,INTJ,1193.68198,1193.92198
20095,ja,ADV,1193.92198,1194.20198
20096,oh,PROPN,1200.8664,1201.07352
20097,ja,ADV,1201.07352,1201.29352
20098,verdammt,VERB,1201.29352,1201.87919
20099,wieviel,ADV,1202.77075,1202.94788
20100,Qua-,X,1202.94788,1203.03787
20101,hamwa,VERB,1203.31787,1203.59787
20102,hatten,AUX,1209.92246,1210.22958
20103,wir,PRON,1210.22958,1210.34958
20104,nicht,PART,1210.34958,1210.41958
20105,Vierzig-Quadratmeter-Küche,NOUN,1210.44958,1211.66958
20106,moment,ADV,1213.02138,1213.3085
20107,wir,PRON,1213.3085,1213.4285
20108,hatten,AUX,1213.4285,1213.5585
20109,fünfundzwanzig,ADV,1213.5585,1214.3485
20110,und,CCONJ,1214.3485,1214.3785
20111,fünfundzwanzig,ADV,1214.3785,1215.5785
20112,sind,AUX,1215.9785,1216.0985
20113,fünfzig,NUM,1216.0985,1216.70027
20114,dann,ADV,1217.54158,1217.64871
20115,hatten,AUX,1217.64871,1217.89871
20116,wir,PRON,1217.89871,1218.26871
20117,zehn,NUM,1221.78294,1222.3025
20118,zehn,NUM,1223.82581,1224.06581
20119,war,AUX,1224.06581,1224.24581
20120,Ankleide,NOUN,1224.24581,1224.61581
20121,dann,ADV,1224.71581,1225.22581
20122,sind,AUX,1225.22581,1225.35581
20123,wir,PRON,1225.35581,1225.54581
20124,bei,ADP,1225.54581,1225.64581
20125,sechzig,NUM,1225.64581,1226.14754
20126,zehn,NUM,1226.67554,1227.48267
20127,zehn,NUM,1227.53267,1227.78267
20128,brauchen,VERB,1227.78267,1228.04267
20129,wir,PRON,1228.04267,1228.33267
20130,Flur,NOUN,1228.41267,1228.60267
20131,brauchen,VERB,1228.60267,1228.80267
20132,wir,PRON,1228.80267,1228.89267
20133,ja,ADV,1228.89267,1228.95267
20134,auch,ADV,1228.95267,1229.08267
20135,noch,ADV,1229.08267,1229.22913
20136,zehn,NUM,1230.60662,1230.83662
20137,brauchen,VERB,1230.83662,1231.15663
20138,wir,PRON,1231.15663,1231.31662
20139,für,ADP,1231.31662,1231.58662
20140,den,DET,1231.58662,1231.74662
20141,Flur,NOUN,1231.74662,1232.17663
20142,dann,ADV,1233.36846,1233.48558
20143,sind,AUX,1233.48558,1233.76558
20144,wir,PRON,1233.76558,1233.90558
20145,sind,AUX,1233.90558,1234.05558
20146,wir,PRON,1234.05558,1234.18558
20147,bei,ADP,1234.18558,1234.53558
20148,siebzig,NUM,1235.62558,1236.12558
20149,äh,INTJ,1241.37904,1241.98904
20150,Bad,PROPN,1243.36806,1243.64519
20151,wollten,AUX,1243.64519,1243.80519
20152,wir,PRON,1243.80519,1243.90519
20153,sechzig,NUM,1243.90519,1244.31019
20154,machen,VERB,1244.31019,1244.57519
20155,wären,AUX,1244.57519,1244.81519
20156,wir,PRON,1244.81519,1244.87519
20157,bei,ADP,1244.87519,1244.94519
20158,hundertzeh,ADV,1244.94519,1245.54519
20159,nee,X,1245.80519,1245.96519
20160,hundertdreißig,ADV,1245.96519,1246.64012
20161,wir,PRON,1251.57581,1251.65294
20162,brauchen,VERB,1251.65294,1252.00294
20163,ja,ADV,1252.00294,1252.06294
20164,noch,ADV,1252.06294,1252.15294
20165,die,DET,1252.15294,1252.26294
20166,Küche,NOUN,1252.26294,1252.57294
20167,woll-,X,1252.57294,1252.71294
20168,Küche,NOUN,1253.9629,1254.4429
20169,nee,X,1256.97896,1257.29608
20170,gut,ADV,1261.88702,1261.96415
20171,dann,ADV,1261.96415,1261.99415
20172,wären,AUX,1261.99415,1262.12415
20173,wir,PRON,1262.12415,1262.25415
20174,jetzt,ADV,1262.25415,1262.50415
20175,bei,ADP,1262.50415,1262.89415
20176,fünfund-,X,1265.71723,1266.11723
20177,fünfundfünzig,ADV,1266.11723,1266.85723
20178,was,PRON,1269.44556,1269.55269
20179,fehlt,VERB,1269.55269,1269.71269
20180,denn,CCONJ,1269.71269,1269.82269
20181,jetzt,ADV,1269.82269,1269.99269
20182,noch,ADV,1269.99269,1270.10344
20183,und,CCONJ,1272.17227,1272.5394
20184,die,DET,1272.5394,1272.6294
20185,Küche,NOUN,1272.6294,1272.87344
20186,äh,INTJ,1274.35721,1274.77721
20187,das,PRON,1274.77721,1274.92721
20188,Bad,PROPN,1274.99721,1275.36808
20189,hatten,AUX,1277.47154,1277.70527
20190,okay,ADV,1279.24333,1279.68333
20191,ja,ADV,1283.13435,1283.40148
20192,okay,ADV,1283.40148,1283.75148
20193,ja,ADV,1289.89037,1290.13892
20194,aber,CCONJ,1290.26875,1290.42587
20195,ich,PRON,1290.42587,1290.53588
20196,will,AUX,1290.53588,1290.90587
20197,dann,ADV,1290.90587,1291.36587
20198,eher,ADV,1291.52588,1291.89587
20199,Abendsonne,PROPN,1292.07587,1292.59587
20200,ich,PRON,1293.93033,1294.03746
20201,will,AUX,1294.03746,1294.16746
20202,dann,ADV,1294.16746,1294.32746
20203,eher,ADV,1294.32746,1294.46746
20204,Abendsonne,PROPN,1294.46746,1295.21146
20205,als,ADP,1296.81285,1296.95998
20206,morgens,ADV,1296.95998,1297.33998
20207,Sonne,NOUN,1297.33998,1297.76504
20208,ja,ADV,1300.92621,1300.99333
20209,ja,ADV,1300.99333,1301.19333
20210,genau,ADV,1301.19333,1301.35333
20211,so,ADV,1301.35333,1301.41333
20212,so,ADV,1301.41333,1301.47333
20213,so,ADV,1301.47333,1301.53333
20214,glasmäßig,ADV,1301.53333,1302.92333
20215,so,ADV,1303.27204,1303.33917
20216,dass,SCONJ,1303.33917,1303.45917
20217,man,PRON,1303.45917,1303.58917
20218,da,ADV,1303.58917,1303.71917
20219,so,ADV,1303.71917,1303.80917
20220,bisschen,ADJ,1303.83917,1303.92917
20221,rausgucken,VERB,1303.92917,1304.32917
20222,kann,AUX,1304.32917,1304.41917
20223,und,CCONJ,1304.41917,1304.44917
20224,dann,ADV,1304.44917,1304.64917
20225,dann,ADV,1304.64917,1304.95917
20226,halt,ADV,1304.95917,1305.13917
20227,so,ADV,1305.23917,1305.47917
20228,schön,ADV,1305.62917,1305.79917
20229,grillen,VERB,1305.79917,1306.10917
20230,kann,AUX,1306.10917,1306.90917
20231,ja,ADV,1308.00906,1308.18219
20232,mh,PROPN,1310.52396,1310.61396
20233,aU,ADV,562.70646,562.74646
20234,aU,ADV,563.14646,563.23646
20235,aU,ADV,579.35375,579.53375
20236,aU,ADV,605.01473,605.39473
20237,aI,PROPN,606.1341,606.2441
20238,aU,ADV,617.90285,618.04344
20239,aU,ADV,618.69056,618.84056
20240,aU,ADV,641.29333,641.42333
20241,aI,PROPN,643.53333,643.72333
20242,aU,ADV,668.89702,669.06702
20243,ts,NOUN,670.8349,670.9149
20244,aI,PROPN,674.1149,674.2149
20245,aI,PROPN,675.4149,675.5149
20246,aI,PROPN,675.6249,675.7449
20247,ts,NOUN,676.3449,676.4849
20248,aI,PROPN,676.7649,676.8749
20249,aU,ADV,677.8549,677.9449
20250,aI,PROPN,678.0949,678.1849
20251,aI,PROPN,678.2849,678.3949
20252,aU,ADV,679.1249,679.2149
20253,aI,PROPN,679.6249,679.7449
20254,ts,NOUN,681.3849,681.4349
20255,aU,ADV,693.55729,693.72729
20256,ts,NOUN,733.27394,733.33394
20257,ts,NOUN,747.40327,747.46327
20258,ts,NOUN,751.89329,751.93329
20259,aU,ADV,758.34883,758.44883
20260,ts,NOUN,770.41246,770.48246
20261,ts,NOUN,771.20246,771.31246
20262,ts,NOUN,771.48246,771.62246
20263,aI,PROPN,788.3026,788.4026
20264,aI,PROPN,794.91892,795.28892
20265,aU,ADV,796.7491,796.8991
20266,ts,NOUN,808.73365,808.84365
20267,ts,NOUN,823.35577,823.39577
20268,aI,PROPN,834.70998,834.80998
20269,OY,PROPN,834.94998,834.99998
20270,aU,ADV,840.06254,840.16254
20271,OY,PROPN,846.05623,846.16623
20272,ts,NOUN,847.3196,847.4096
20273,ts,NOUN,855.92181,855.99894
20274,aI,PROPN,856.04894,856.17894
20275,ts,NOUN,856.17894,856.24894
20276,aI,PROPN,856.28894,856.43894
20277,aU,ADV,862.77917,862.95917
20278,ts,NOUN,895.71531,895.75531
20279,ts,NOUN,897.70531,897.79531
20280,aI,PROPN,912.82594,912.98594
20281,aI,PROPN,913.62594,913.83594
20282,ts,NOUN,914.80594,914.84594
20283,ts,NOUN,917.63594,917.69594
20284,ts,NOUN,930.23288,930.34288
20285,ts,NOUN,931.63537,931.6825
20286,aU,ADV,951.41194,951.45194
20287,aU,ADV,952.02194,952.22194
20288,aU,ADV,952.30194,952.34194
20289,aU,ADV,952.58194,952.64194
20290,ts,NOUN,962.69962,962.82962
20291,aU,ADV,962.90963,962.95962
20292,aU,ADV,970.16875,970.24875
20293,aU,ADV,970.91875,971.06875
20294,aI,PROPN,971.49875,971.53875
20295,ts,NOUN,984.38783,984.46783
20296,aI,PROPN,993.35406,993.44406
20297,ts,NOUN,993.48406,993.56406
20298,aI,PROPN,993.93406,994.31406
20299,aU,ADV,995.6721,995.76527
20300,aU,ADV,1015.08821,1015.17821
20301,ts,NOUN,1022.38419,1022.43419
20302,aU,ADV,1031.24919,1031.48919
20303,aI,PROPN,1036.20083,1036.61083
20304,aI,PROPN,1036.64083,1036.75083
20305,aI,PROPN,1036.78083,1036.98083
20306,aU,ADV,1038.22358,1038.30358
20307,aI,PROPN,1055.92302,1056.00302
20308,aU,ADV,1068.08638,1068.12638
20309,aU,ADV,1068.94637,1069.06638
20310,aU,ADV,1070.5819,1070.6219
20311,aU,ADV,1081.90727,1082.06952
20312,aI,PROPN,1090.73856,1090.90856
20313,aI,PROPN,1091.06856,1091.14856
20314,aI,PROPN,1094.22046,1094.29046
20315,aI,PROPN,1096.07046,1096.19046
20316,aU,ADV,1104.53321,1104.59321
20317,aU,ADV,1104.80321,1104.93321
20318,aU,ADV,1119.93625,1120.03625
20319,ts,NOUN,1120.75625,1120.79625
20320,aU,ADV,1122.26777,1122.34777
20321,aI,PROPN,1122.93777,1123.04777
20322,aU,ADV,1128.36963,1128.53962
20323,aU,ADV,1132.86117,1133.16848
20324,aU,ADV,1138.14494,1138.19494
20325,aU,ADV,1145.95238,1146.03238
20326,aU,ADV,1146.747,1146.877
20327,aU,ADV,1147.047,1147.157
20328,aI,PROPN,1147.857,1147.997
20329,aI,PROPN,1148.187,1148.257
20330,ts,NOUN,1165.4246,1165.4746
20331,aI,PROPN,1168.9546,1169.1046
20332,ts,NOUN,1185.08008,1185.18008
20333,aI,PROPN,1186.29008,1186.42008
20334,aI,PROPN,1187.31008,1187.42008
20335,aI,PROPN,1188.76417,1188.80417
20336,aI,PROPN,1189.16417,1189.21417
20337,aU,ADV,1191.80417,1192.02417
20338,ts,NOUN,1210.64958,1210.68958
20339,ts,NOUN,1216.3785,1216.4685
20340,ts,NOUN,1221.78294,1221.93294
20341,ts,NOUN,1223.82581,1223.86581
20342,aI,PROPN,1224.46581,1224.58581
20343,aI,PROPN,1225.60581,1225.64581
20344,ts,NOUN,1225.87581,1225.98581
20345,ts,NOUN,1226.67554,1226.81267
20346,ts,NOUN,1227.53267,1227.60267
20347,aU,ADV,1228.95267,1229.08267
20348,ts,NOUN,1230.60662,1230.69663
20349,aI,PROPN,1234.26558,1234.53558
20350,ts,NOUN,1235.86558,1235.95558
20351,ts,NOUN,1244.14519,1244.24519
20352,aI,PROPN,1244.90519,1244.94519
20353,aI,PROPN,1246.27519,1246.41519
20354,aI,PROPN,1262.57415,1262.89415
20355,ts,NOUN,1266.51723,1266.61723
20356,aU,ADV,1301.29333,1301.35333
20357,aU,ADV,1303.96917,1304.09917
20358,u:6,ADJ,840.32254,840.55254
20359,aU,ADV,962.90963,962.95962
20360,aU,ADV,970.16875,970.24875
20361,E6,PROPN,994.85406,994.99406
20362,I6,X,1068.15638,1068.34638
20363,aI,PROPN,1122.93777,1123.04777
20364,e:6,NOUN,1166.3846,1166.6246
20365,e:6,NOUN,1167.9146,1168.1696
20366,e:6,NOUN,1168.1696,1168.4846
20367,e:6,NOUN,1168.4846,1168.6046
20368,e:6,NOUN,1170.0696,1170.2646
20369,i:6,PROPN,1210.22958,1210.34958
20370,aU,ADV,1228.95267,1229.08267
20371,e:6,NOUN,1291.52588,1291.89587
20372,e:6,NOUN,1294.32746,1294.46746
20373,Mhm,PROPN,555.79196,556.1209
20374,ja,ADV,557.06442,557.26352
20375,ja,ADV,564.54506,564.77013
20376,also,ADV,565.84515,566.13946
20377,mehr,ADV,567.68027,568.3295
20378,ja,ADV,578.00879,578.38967
20379,ja,ADV,578.87442,579.18604
20380,genau,ADV,579.24662,579.60154
20381,mittig,ADV,585.16048,585.59329
20382,ja,ADV,585.96552,586.12133
20383,ja,ADV,587.54094,587.83525
20384,achso,VERB,601.34227,601.78375
20385,ja,ADV,609.19512,609.40287
20386,ja,ADV,625.42021,625.64527
20387,ja,ADV,644.23348,644.38065
20388,nee,X,654.7541,655.02246
20389,ja,ADV,664.78831,665.16054
20390,ja,ADV,683.6016,683.80935
20391,ja,ADV,723.72181,723.87762
20392,ja,ADV,726.90896,727.31581
20393,ja,ADV,727.40238,727.59281
20394,ja,ADV,735.3764,735.55819
20395,ja,ADV,737.06435,737.3154
20396,doch,CCONJ,737.44523,737.67896
20397,ja,ADV,737.81746,737.99925
20398,ja,ADV,739.49675,739.7045
20399,ja,ADV,748.98563,749.21069
20400,ja,ADV,749.45306,749.74738
20401,ja,ADV,765.62621,765.97246
20402,ja,ADV,766.09529,766.24246
20403,ja,ADV,766.31171,766.59738
20404,ja,ADV,767.16002,767.37644
20405,ja,ADV,805.38385,805.85129
20406,okay,ADV,820.60481,820.96838
20407,ja,ADV,854.60606,854.95231
20408,genau,ADV,862.63204,863.02158
20409,nee,X,877.80804,878.2685
20410,ja,ADV,919.53233,919.90456
20411,zehn,NUM,930.21575,930.61394
20412,zehn,NUM,931.63537,932.09417
20413,ja,ADV,933.82706,934.04348
20414,ja,ADV,975.99115,976.16427
20415,ja,ADV,982.38108,982.63212
20416,genau,ADV,995.44498,995.76527
20417,ja,ADV,1014.64946,1014.91781
20418,ja,ADV,1015.87863,1016.06906
20419,ja,ADV,1016.50188,1016.675
20420,okay,ADV,1029.34071,1029.71294
20421,ja,ADV,1038.94294,1039.13337
20422,ja,ADV,1045.25498,1045.61854
20423,ja,ADV,1060.4846,1060.74429
20424,ja,ADV,1062.24181,1062.44092
20425,Küche,NOUN,1066.5456,1066.92648
20426,ja,ADV,1077.00398,1077.3156
20427,ja,ADV,1085.70515,1086.0514
20428,also,ADV,1097.3321,1097.7476
20429,ja,ADV,1108.53656,1108.7876
20430,Mhm,PROPN,1140.2336,1140.57985
20431,Mhm,PROPN,1152.06831,1152.37129
20432,ja,ADV,1181.20312,1181.48879
20433,ja,ADV,1182.36306,1182.54485
20434,ja,ADV,1192.71756,1192.98592
20435,zehn,NUM,1221.76581,1222.3025
20436,Küche,NOUN,1253.90577,1254.47565
20437,hatten,AUX,1277.47154,1277.70527
20438,ja,ADV,1289.85325,1290.13892
20439,ja,ADV,1308.00906,1308.18219
20440,Mhm,PROPN,555.79196,556.1209
20441,ja,ADV,557.06442,557.21154
20442,ja,ADV,564.57219,564.75219
20443,also,ADV,565.86227,566.11227
20444,mehr,ADV,567.68027,568.3295
20445,ja,ADV,578.00879,578.35592
20446,ja,ADV,578.87442,579.12154
20447,genau,ADV,579.24662,579.53375
20448,mittig,ADV,585.1976,585.5676
20449,ja,ADV,585.98265,586.12133
20450,ja,ADV,587.58806,587.77806
20451,direkt,ADV,598.21737,598.4645
20452,in,ADP,598.4645,598.5345
20453,der,DET,598.5345,598.6745
20454,Küche,NOUN,598.6745,598.9245
20455,steht,VERB,598.9245,599.2821
20456,achso,VERB,601.4194,601.7394
20457,ja,ADV,604.6576,604.92473
20458,ich,PRON,604.92473,604.98473
20459,auch,ADV,605.01473,605.42802
20460,also,ADV,605.44698,605.7341
20461,allein,ADV,605.7641,606.3041
20462,schon,ADV,606.3041,606.6491
20463,äh,INTJ,606.7141,606.9041
20464,für,ADP,606.9041,606.9541
20465,die,DET,606.9541,607.1041
20466,Schuhe,NOUN,607.1041,607.40329
20467,ja,ADV,609.19512,609.38225
20468,ja,ADV,617.25573,617.34285
20469,ja,ADV,617.34285,617.69285
20470,genau,ADV,617.69285,618.04344
20471,ja,ADV,618.04344,618.38056
20472,ja,ADV,618.38056,618.57056
20473,genau,ADV,618.57056,618.84056
20474,ja,ADV,625.44733,625.64527
20475,ja,ADV,640.86621,640.98333
20476,ja,ADV,640.98333,641.13333
20477,genau,ADV,641.13333,641.42333
20478,wo,ADV,641.42333,641.75333
20479,wo,ADV,641.75333,641.94333
20480,wo,ADV,641.94333,642.02333
20481,man,PRON,642.02333,642.48333
20482,das,PRON,642.48333,642.67833
20483,Essen,PROPN,642.67833,642.92333
20484,so,ADV,642.92333,643.08333
20485,durchreicht,NOUN,643.08333,643.72333
20486,so,ADV,643.72333,643.83529
20487,ja,ADV,643.83529,644.04242
20488,ja,ADV,644.04242,644.21617
20489,ja,ADV,644.23348,644.38065
20490,nee,X,654.77123,655.02246
20491,also,ADV,659.64487,659.852
20492,also,ADV,659.962,660.152
20493,den,DET,660.152,660.292
20494,Flur,NOUN,660.342,660.582
20495,ich,PRON,660.612,660.772
20496,ja,ADV,660.772,660.902
20497,ich,PRON,660.972,661.372
20498,ja,ADV,661.372,661.472
20499,schon,ADV,661.472,661.612
20500,mal,ADV,661.612,661.807
20501,sagen,VERB,661.807,662.112
20502,ist,AUX,662.112,662.272
20503,ja,ADV,662.272,662.332
20504,okay,ADV,662.332,662.75413
20505,dann,ADV,663.52452,663.96165
20506,ich,PRON,663.99165,664.15165
20507,aber,CCONJ,664.15165,664.64119
20508,ja,ADV,664.78831,665.08544
20509,ja,ADV,668.4499,668.57702
20510,ja,ADV,668.57702,668.73702
20511,genau,ADV,668.73702,669.06702
20512,und,CCONJ,669.37777,669.4449
20513,dann,ADV,669.4449,669.6549
20514,ich,PRON,669.6849,669.8149
20515,äh,INTJ,670.0049,670.4049
20516,sozusagen,ADV,670.7649,671.2449
20517,am,PART,671.2449,671.3349
20518,Ende,NOUN,671.3349,671.6749
20519,des,DET,671.6749,671.8149
20520,Flurs,NOUN,671.8149,672.4549
20521,jeweils,ADV,672.4549,673.4049
20522,jeweils,ADV,673.6349,674.4149
20523,an,ADP,674.4149,674.8449
20524,äh,INTJ,674.9049,675.1349
20525,den,DET,675.2049,675.3649
20526,beiden,PRON,675.3649,675.5849
20527,Seiten,NOUN,675.5849,675.8049
20528,links,ADV,675.8049,676.0049
20529,und,CCONJ,676.0049,676.1149
